Rank,Player,Pos,Team Signed,Age At Signing,Start,End,Yrs,Value,AAV,Type,Value Adjusted,AAV adjusted,Performance Season,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,Season,Efficiency,TS%,PIE,PIE_scaled
46,Elton Brand,PF,LAC,23,2003,2007,6,"$82,200,000 ","$13,700,000 ",Free Agent,"$136,121,413.04 ",22686902.17,2002-03,1882.0,Elton Brand,Elton,1610612746.0,LAC,24.0,62.0,22.0,40.0,0.355,39.5,7.3,14.5,0.502,0.0,0.0,0.0,3.9,5.7,0.685,4.6,6.8,11.3,2.5,2.6,1.1,2.5,1.0,3.3,0.0,18.5,-2.4,44.4,44.0,1.0,39.7,236.0,257.0,89.0,326.0,13.0,27.0,39.0,41.0,275.0,338.0,275.0,36.0,22.0,287.0,1.0,12.0,4.0,111.0,30.0,64.0,4.0,31.0,19.0,111.0,35.0,356.0,11.0,5.0,8.0,12.0,2002-03,24.299999999999997,0.5438617121354657,7.176614120517704e-05,66.35514018691588
47,Draymond Green,PF,GSW,24,2015,2019,5,"$82,000,000 ","$16,400,000 ",,"$105,423,628.69 ",21084725.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T48,Dirk Nowitzki,PF,DAL,31,2010,2013,4,"$80,000,000 ","$20,000,000 ",,"$111,765,245.30 ",27941311.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T48,Ryan Anderson,PF,HOU,27,2016,2019,4,"$80,000,000 ","$20,000,000 ",,"$101,566,666.67 ",25391666.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T48,Aaron Gordon,PF,ORL,22,2018,2021,4,"$80,000,000 ","$20,000,000 ",,"$97,076,861.81 ",24269215.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T48,Davis Bertans,PF,WAS,28,2020,2024,5,"$80,000,000 ","$16,000,000 ",Free Agent,"$94,188,562.60 ",18837712.52,2019-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Elton Brand,PF,PHI,28,2008,2012,5,"$79,795,494 ","$15,959,099 ",Free Agent,"$112,929,340.56 ",22585868.11,2007-08,1882.0,Elton Brand,Elton,1610612746.0,LAC,29.0,8.0,1.0,7.0,0.125,34.2,6.5,14.3,0.456,0.0,0.0,0.0,4.6,5.9,0.787,2.6,5.4,8.0,2.0,2.1,0.4,1.9,1.3,2.6,5.0,17.6,-12.1,34.9,2.0,0.0,32.1,426.0,441.0,400.0,440.0,65.0,49.0,44.0,182.0,303.0,374.0,303.0,21.0,21.0,152.0,28.0,44.0,38.0,138.0,62.0,299.0,11.0,4.0,85.0,21.0,51.0,451.0,42.0,146.0,17.0,54.0,2007-08,18.699999999999996,0.5208333333333334,5.5001100022000425e-05,53.03738317757008
54,David Lee,PF,NYK,26,2010,2015,6,"$79,537,680 ","$13,256,280 ",,"$111,119,353.95 ",18519892.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Antawn Jamison,PF,GSW,25,2002,2007,6,"$79,283,532 ","$13,213,922 ",Extension,"$134,284,003.34 ",22380667.22,2001-02,1712.0,Antawn Jamison,Antawn,1610612744.0,GSW,26.0,82.0,21.0,61.0,0.256,37.0,7.5,16.8,0.447,0.8,2.6,0.324,3.9,5.4,0.734,2.6,4.2,6.8,2.0,2.0,0.9,0.5,1.0,2.3,0.0,19.7,-4.5,33.1,16.0,0.0,32.1,3.0,269.0,1.0,403.0,40.0,28.0,28.0,178.0,99.0,89.0,156.0,26.0,23.0,230.0,27.0,67.0,52.0,146.0,76.0,130.0,108.0,32.0,159.0,138.0,28.0,415.0,44.0,44.0,18.0,38.0,2001-02,17.099999999999998,0.5136629119732999,5.02951235495298e-05,49.29906542056072
56,Carmelo Anthony,PF,DEN,22,2007,2011,5,"$78,899,560 ","$15,779,912 ",rookie-maximum-extension,"$115,970,554.42 ",23194110.88,2006-07,2546.0,Carmelo Anthony,Carmelo,1610612743.0,DEN,23.0,65.0,37.0,28.0,0.569,38.2,10.6,22.4,0.476,0.6,2.3,0.268,7.1,8.7,0.808,2.2,3.8,6.0,3.8,3.6,1.2,0.4,1.6,3.1,5.9,28.9,1.4,42.9,4.0,1.0,42.5,207.0,117.0,235.0,140.0,16.0,1.0,2.0,121.0,152.0,116.0,240.0,6.0,6.0,125.0,42.0,90.0,68.0,58.0,6.0,44.0,155.0,3.0,34.0,15.0,2.0,86.0,9.0,108.0,5.0,6.0,2006-07,23.299999999999997,0.5509379289309135,6.853078238035349e-05,63.78504672897196
57,Amar'e Stoudemire,PF,PHX,23,2006,2009,5,"$75,352,750 ","$15,070,550 ",Extension,"$113,888,804.19 ",22777760.84,2005-06,2405.0,Amar'e Stoudemire,Amar'e,1610612756.0,PHX,23.0,3.0,2.0,1.0,0.667,16.8,3.0,9.0,0.333,0.0,0.3,0.0,2.7,3.0,0.889,2.0,3.3,5.3,0.7,0.3,0.3,1.0,1.3,1.3,3.0,8.7,-1.3,19.7,0.0,0.0,17.3,444.0,441.0,447.0,58.0,266.0,183.0,128.0,426.0,307.0,248.0,307.0,84.0,110.0,24.0,57.0,117.0,81.0,296.0,412.0,309.0,42.0,4.0,347.0,89.0,171.0,308.0,147.0,233.0,20.0,164.0,2005-06,9.399999999999999,0.4215116279069767,2.7647611775764923e-05,31.308411214953264
58,Carlos Boozer,PF,CHI,28,2010,2013,5,"$75,000,000 ","$15,000,000 ",,"$104,779,917.47 ",20955983.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Domantas Sabonis,PF,IND,27,2020,2023,4,"$74,900,000 ","$18,725,000 ",Rookie Extension,"$88,184,041.73 ",22046010.43,2019-20,1627734.0,Domantas Sabonis,Domantas,1610612754.0,IND,24.0,62.0,37.0,25.0,0.597,34.8,7.4,13.7,0.54,0.3,1.1,0.254,3.5,4.8,0.723,3.0,9.4,12.4,5.0,2.7,0.8,0.5,0.9,3.1,4.9,18.5,2.6,41.9,50.0,4.0,38.7,123.0,91.0,203.0,161.0,13.0,37.0,62.0,75.0,388.0,381.0,391.0,46.0,37.0,327.0,12.0,6.0,6.0,39.0,28.0,180.0,145.0,44.0,27.0,24.0,52.0,78.0,18.0,3.0,6.0,26.0,2019-20,26.9,0.58499873513787,7.911922944341239e-05,72.19626168224298
62,Lamar Odom,PF,MIA,23,2003,2008,6,"$71,723,313 ","$11,953,886 ",,"$118,772,247.13 ",19795374.52,2002-03,1885.0,Lamar Odom,Lamar,1610612746.0,LAC,23.0,49.0,15.0,34.0,0.306,34.2,5.5,12.5,0.439,0.9,2.6,0.326,2.8,3.6,0.777,1.2,5.4,6.7,3.6,2.9,0.9,0.8,0.7,3.7,0.0,14.6,-4.5,30.2,6.0,0.0,29.1,283.0,315.0,142.0,368.0,54.0,62.0,62.0,178.0,91.0,81.0,163.0,67.0,67.0,165.0,148.0,32.0,48.0,56.0,18.0,127.0,64.0,78.0,5.0,111.0,63.0,409.0,51.0,82.0,26.0,49.0,2002-03,15.9,0.5183186594717409,4.647151766564744e-05,46.26168224299066
64,Carlos Boozer,PF,UTA,22,2004,2009,6,"$70,196,599 ","$11,699,433 ",,"$113,228,712.10 ",18871452.02,2003-04,2430.0,Carlos Boozer,Carlos,1610612739.0,CLE,22.0,75.0,34.0,41.0,0.453,34.6,6.3,12.0,0.523,0.0,0.1,0.167,2.9,3.8,0.768,3.1,8.4,11.4,2.0,1.8,1.0,0.7,0.9,2.7,0.0,15.5,0.4,35.5,41.0,0.0,32.3,120.0,158.0,79.0,246.0,66.0,45.0,70.0,21.0,284.0,290.0,269.0,69.0,63.0,173.0,10.0,4.0,6.0,145.0,98.0,102.0,75.0,44.0,84.0,79.0,58.0,154.0,29.0,8.0,19.0,38.0,2003-04,22.2,0.5668519602106494,6.558954708505934e-05,61.448598130841106
65,Jonathan Isaac,PF,ORL,23,2021,2024,4,"$69,600,000 ","$17,400,000 ",Rookie Extension,"$78,053,441.30 ",19513360.32,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Dirk Nowitzki,PF,DAL,27,2006,2009,4,"$69,335,337 ","$17,333,834 ",Extension,"$104,794,033.65 ",26198508.41,2005-06,1717.0,Dirk Nowitzki,Dirk,1610612742.0,DAL,28.0,81.0,60.0,21.0,0.741,38.1,9.3,19.3,0.48,1.4,3.3,0.406,6.7,7.4,0.901,1.4,7.6,9.0,2.8,1.9,0.7,1.0,0.9,2.0,5.9,26.6,6.3,44.8,35.0,0.0,43.2,30.0,13.0,283.0,36.0,25.0,8.0,7.0,129.0,55.0,63.0,44.0,9.0,14.0,20.0,110.0,8.0,22.0,84.0,81.0,145.0,40.0,33.0,227.0,14.0,7.0,11.0,9.0,8.0,20.0,10.0,2005-06,27.500000000000004,0.5896435538215996,8.08839706205889e-05,73.59813084112149
67,Lauri Markkanen,PF,CHI,24,2021,2024,4,"$67,470,906 ","$16,867,727 ",sign-and-trade,"$75,665,752.88 ",18916438.22,2020-21,1628374.0,Lauri Markkanen,Lauri,1610612741.0,CHI,24.0,51.0,20.0,31.0,0.392,25.8,4.9,10.2,0.48,2.3,5.8,0.402,1.5,1.8,0.826,0.7,4.6,5.3,0.9,1.0,0.5,0.3,0.5,1.5,1.9,13.6,-0.9,22.6,2.0,0.0,23.7,226.0,279.0,105.0,394.0,164.0,112.0,119.0,165.0,54.0,63.0,89.0,174.0,196.0,162.0,236.0,75.0,112.0,364.0,223.0,307.0,267.0,152.0,323.0,154.0,108.0,315.0,159.0,146.0,29.0,135.0,2020-21,13.999999999999998,0.6186317321688501,4.117729413411798e-05,42.05607476635514
69,Zach Randolph,PF,MEM,29,2011,2014,4,"$66,000,000 ","$16,500,000 ",Veteran Extension,"$89,418,408.18 ",22354602.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,LaMarcus Aldridge,PF,POR,24,2010,2014,5,"$65,000,000 ","$13,000,000 ",Rookie Extension,"$90,809,261.81 ",18161852.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Danilo Gallinari,PF,DEN,28,2017,2019,3,"$64,762,737 ","$21,587,579 ",sign-and-trade,"$80,510,836.25 ",26836945.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Carmelo Anthony,PF,NYK,27,2012,2013,3,"$64,166,861 ","$21,388,954 ",Veteran Extension,"$85,155,237.57 ",28385079.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Tobias Harris,PF,ORL,22,2015,2018,4,"$64,000,000 ","$16,000,000 ",,"$82,281,856.54 ",20570464.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Julius Randle,PF,NYK,24,2019,2021,3,"$62,100,000 ","$20,700,000 ",Free Agent,"$74,000,273.76 ",24666757.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Danilo Gallinari,PF,ATL,32,2020,2022,3,"$61,425,000 ","$20,475,000 ",sign-and-trade,"$72,319,155.72 ",24106385.24,2019-20,201568.0,Danilo Gallinari,Danilo,1610612760.0,OKC,31.0,62.0,37.0,25.0,0.597,29.6,5.8,13.2,0.438,2.9,7.1,0.405,4.3,4.8,0.893,0.5,4.6,5.2,1.9,1.2,0.7,0.1,0.5,1.2,3.8,18.7,3.7,28.9,3.0,0.0,30.2,123.0,91.0,203.0,161.0,94.0,77.0,68.0,274.0,17.0,26.0,58.0,24.0,36.0,43.0,286.0,73.0,108.0,175.0,185.0,215.0,444.0,143.0,391.0,46.0,49.0,51.0,88.0,115.0,29.0,73.0,2019-20,17.5,0.610632183908046,5.117749413811806e-05,50.0
76,LeBron James,PF,CLE,22,2007,2010,4,"$60,380,987 ","$15,095,247 ",Extension,"$88,751,021.41 ",22187755.35,2006-07,2544.0,LeBron James,LeBron,1610612739.0,CLE,22.0,78.0,47.0,31.0,0.603,40.9,9.9,20.8,0.476,1.3,4.0,0.319,6.3,9.0,0.698,1.1,5.7,6.7,6.0,3.2,1.6,0.7,0.6,2.2,6.6,27.3,4.8,48.2,16.0,1.0,46.0,81.0,56.0,187.0,101.0,3.0,3.0,6.0,117.0,68.0,44.0,195.0,12.0,5.0,282.0,150.0,33.0,51.0,17.0,11.0,16.0,72.0,81.0,202.0,8.0,5.0,22.0,4.0,42.0,5.0,3.0,2006-07,25.500000000000007,0.5512924071082391,7.529562355953001e-05,69.15887850467288
77,Paul Millsap,PF,ATL,29,2015,2017,3,"$60,216,100 ","$20,072,033 ",,"$77,417,070.34 ",25805690.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Jerami Grant,PF,DET,25,2020,2022,3,"$60,007,500 ","$20,002,500 ",sign-and-trade,"$70,650,252.13 ",23550084.04,2019-20,203924.0,Jerami Grant,Jerami,1610612743.0,DEN,26.0,71.0,45.0,26.0,0.634,26.6,4.3,8.9,0.478,1.4,3.5,0.389,2.1,2.8,0.75,0.8,2.7,3.5,1.2,0.9,0.7,0.8,0.5,2.2,2.6,12.0,-1.2,21.7,0.0,0.0,21.1,21.0,29.0,192.0,107.0,147.0,145.0,152.0,149.0,136.0,148.0,93.0,108.0,107.0,277.0,205.0,242.0,237.0,289.0,276.0,202.0,68.0,170.0,170.0,95.0,130.0,337.0,166.0,239.0,29.0,168.0,2019-20,11.999999999999998,0.5921831819976313,3.52948235435297e-05,37.38317757009346
79,Kristaps Porzingis,PF,BOS,27,2024,2025,2,"$60,000,000 ","$30,000,000 ",Veteran Extension,"$60,000,000.00 ",30000000.0,2023-24,204001.0,Kristaps Porzingis,Kristaps,1610612738.0,BOS,28.0,57.0,43.0,14.0,0.754,29.6,6.8,13.2,0.516,1.9,5.1,0.375,4.5,5.3,0.858,1.7,5.5,7.2,2.0,1.6,0.7,1.9,0.3,2.7,4.9,20.1,7.3,38.2,13.0,0.0,36.6,241.0,79.0,406.0,33.0,103.0,62.0,75.0,117.0,83.0,83.0,167.0,23.0,28.0,97.0,69.0,45.0,46.0,195.0,110.0,195.0,9.0,290.0,38.0,18.0,49.0,7.0,43.0,51.0,38.0,45.0,2023-24,23.099999999999998,0.6470512490342519,6.794253532129465e-05,63.31775700934578
80,Jonathan Isaac,PF,ORL,26,2025,2028,4,"$59,000,000 ","$14,750,000 ",Veteran Extension,"$59,000,000.00 ",14750000.0,2023-24,1628371.0,Jonathan Isaac,Jonathan,1610612753.0,ORL,26.0,58.0,35.0,23.0,0.603,15.8,2.5,4.9,0.51,0.7,1.9,0.375,1.0,1.4,0.72,1.3,3.2,4.5,0.5,0.5,0.7,1.2,0.3,1.1,1.2,6.8,3.1,18.3,0.0,0.0,16.4,232.0,155.0,292.0,165.0,322.0,275.0,297.0,125.0,287.0,302.0,168.0,226.0,217.0,362.0,123.0,159.0,138.0,472.0,404.0,191.0,21.0,323.0,389.0,236.0,273.0,73.0,227.0,257.0,38.0,240.0,2023-24,10.399999999999999,0.6163886874546772,3.058884707105906e-05,33.644859813084096
81,Rasheed Wallace,PF,DET,29,2004,2008,5,"$58,700,000 ","$11,740,000 ",,"$94,684,436.21 ",18936887.24,2003-04,739.0,Rasheed Wallace,Rasheed,1610612765.0,DET,29.0,68.0,40.0,28.0,0.588,35.2,6.3,14.3,0.436,1.2,3.6,0.331,2.3,3.1,0.736,1.5,5.3,6.8,2.3,1.8,0.9,1.8,0.4,2.8,0.0,16.0,2.8,33.9,10.0,0.0,31.6,186.0,95.0,211.0,122.0,58.0,46.0,40.0,196.0,50.0,44.0,150.0,94.0,94.0,240.0,105.0,33.0,49.0,116.0,103.0,123.0,16.0,201.0,64.0,79.0,56.0,48.0,36.0,61.0,19.0,44.0,2003-04,17.2,0.5107252298263534,5.0589247079059225e-05,49.53271028037382
84,Obi Toppin,PF,IND,26,2024,2027,4,"$58,000,000 ","$14,500,000 ",Free Agent,"$58,000,000.00 ",14500000.0,2023-24,1630167.0,Obi Toppin,Obi,1610612754.0,IND,26.0,82.0,47.0,35.0,0.573,21.1,4.0,7.1,0.573,1.2,3.1,0.403,0.9,1.2,0.77,1.0,2.9,3.9,1.6,0.8,0.6,0.5,0.4,1.7,1.1,10.3,1.7,19.8,1.0,0.0,19.2,2.0,45.0,105.0,222.0,232.0,162.0,206.0,60.0,173.0,200.0,81.0,244.0,260.0,273.0,163.0,197.0,186.0,245.0,259.0,273.0,157.0,253.0,217.0,264.0,173.0,133.0,205.0,190.0,38.0,204.0,2023-24,12.700000000000001,0.6751442055584689,3.735368825023559e-05,39.01869158878504
85,Troy Murphy,PF,GSW,24,2005,2010,6,"$57,999,998 ","$9,666,666 ",,"$90,489,500.21 ",15081583.37,2004-05,2211.0,Troy Murphy,Troy,1610612744.0,GSW,25.0,70.0,30.0,40.0,0.429,34.0,5.6,13.5,0.414,0.8,2.1,0.399,3.3,4.6,0.73,3.6,7.2,10.8,1.4,1.5,0.8,0.5,1.3,2.7,0.0,15.4,-2.8,32.6,34.0,0.0,30.9,167.0,207.0,79.0,297.0,69.0,68.0,50.0,304.0,96.0,115.0,55.0,55.0,51.0,267.0,5.0,9.0,6.0,211.0,123.0,150.0,119.0,6.0,102.0,81.0,66.0,402.0,49.0,10.0,14.0,52.0,2004-05,18.2,0.4960061839732028,5.353048237435336e-05,51.86915887850466
86,Dorian Finney-Smith,PF,DAL,28,2022,2025,4,"$55,560,960 ","$13,890,240 ",Veteran Extension,"$58,884,954.82 ",14721238.71,2021-22,1627827.0,Dorian Finney-Smith,Dorian,1610612742.0,DAL,29.0,80.0,51.0,29.0,0.638,33.0,4.1,8.7,0.471,2.2,5.4,0.395,0.7,1.0,0.675,1.5,3.2,4.7,1.9,1.0,1.1,0.5,0.3,2.3,0.9,11.0,3.0,23.2,1.0,0.0,22.9,10.0,12.0,171.0,133.0,58.0,157.0,170.0,206.0,68.0,79.0,80.0,352.0,339.0,414.0,92.0,180.0,138.0,218.0,226.0,74.0,157.0,328.0,132.0,367.0,153.0,72.0,151.0,194.0,40.0,143.0,2021-22,13.299999999999999,0.601750547045952,3.911842942741208e-05,40.420560747663544
87,Marvin Williams,PF,CHA,29,2016,2019,4,"$54,512,500 ","$13,628,125 ",,"$69,208,161.46 ",17302040.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T88,Thaddeus Young,PF,BKN,26,2015,2018,4,"$54,000,000 ","$13,500,000 ",,"$69,425,316.46 ",17356329.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T88,Harrison Barnes,PF,SAC,31,2023,2025,3,"$54,000,000 ","$18,000,000 ",Veteran Extension,"$54,992,647.06 ",18330882.35,2022-23,203084.0,Harrison Barnes,Harrison,1610612758.0,SAC,31.0,82.0,48.0,34.0,0.585,32.5,4.6,9.6,0.473,1.6,4.3,0.374,4.3,5.0,0.847,1.1,3.4,4.5,1.6,1.0,0.7,0.1,0.4,1.3,3.5,15.0,3.1,24.1,0.0,0.0,24.3,2.0,16.0,121.0,136.0,69.0,130.0,132.0,221.0,119.0,125.0,165.0,37.0,41.0,124.0,149.0,147.0,142.0,228.0,217.0,190.0,431.0,217.0,376.0,60.0,96.0,52.0,145.0,253.0,39.0,135.0,2022-23,15.200000000000003,0.635593220338983,4.4706776488470956e-05,44.85981308411215
90,Grant Williams,PF,BOS,24,2023,2026,4,"$53,341,500 ","$13,335,375 ",sign-and-trade,"$54,322,042.28 ",13580510.57,2022-23,1629684.0,Grant Williams,Grant,1610612738.0,BOS,24.0,79.0,55.0,24.0,0.696,25.9,2.7,6.0,0.454,1.5,3.7,0.395,1.2,1.5,0.77,1.1,3.5,4.6,1.7,1.0,0.5,0.4,0.3,2.4,1.6,8.1,2.6,17.8,3.0,0.0,17.6,27.0,4.0,285.0,35.0,167.0,261.0,255.0,275.0,138.0,160.0,100.0,217.0,225.0,252.0,143.0,138.0,131.0,217.0,218.0,293.0,191.0,302.0,90.0,197.0,239.0,72.0,230.0,130.0,39.0,225.0,2022-23,10.7,0.6081081081081081,3.147121765964731e-05,34.34579439252336
91,Tobias Harris,PF,DET,31,2024,2025,2,"$52,000,000 ","$26,000,000 ",Free Agent,"$52,000,000.00 ",26000000.0,2023-24,202699.0,Tobias Harris,Tobias,1610612755.0,PHI,31.0,70.0,41.0,29.0,0.586,33.8,6.6,13.6,0.487,1.3,3.7,0.353,2.7,3.0,0.878,1.1,5.3,6.5,3.1,1.3,1.0,0.7,1.1,1.6,2.4,17.2,3.2,33.3,9.0,0.0,31.4,128.0,97.0,179.0,197.0,40.0,65.0,70.0,177.0,162.0,152.0,255.0,71.0,86.0,68.0,139.0,47.0,62.0,122.0,149.0,80.0,104.0,22.0,242.0,99.0,71.0,70.0,66.0,64.0,38.0,76.0,2023-24,19.9,0.5764075067024128,5.823645884682398e-05,55.607476635514004
92,Kevin Garnett,PF,BOS,32,2009,2011,3,"$51,300,000 ","$17,100,000 ",Veteran Extension,"$72,872,307.69 ",24290769.23,2008-09,708.0,Kevin Garnett,Kevin,1610612738.0,BOS,33.0,57.0,44.0,13.0,0.772,31.1,6.9,13.0,0.531,0.0,0.1,0.25,1.9,2.3,0.841,1.4,7.1,8.5,2.5,1.6,1.1,1.2,0.2,2.2,2.4,15.8,8.3,35.1,22.0,0.0,31.4,256.0,84.0,356.0,34.0,111.0,34.0,60.0,54.0,281.0,291.0,264.0,131.0,146.0,81.0,113.0,13.0,26.0,95.0,122.0,62.0,35.0,304.0,145.0,116.0,66.0,5.0,30.0,25.0,15.0,44.0,2008-09,21.0,0.5638024550385384,6.176594120117696e-05,58.41121495327101
93,Alex Sarr,PF,WAS,19,2024,2027,4,"$51,036,398 ","$12,759,100 ",Rookie,"$51,036,398.00 ",12759099.5,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Rui Hachimura,PF,LAL,25,2023,2025,3,"$51,000,000 ","$17,000,000 ",Free Agent,"$51,937,500.00 ",17312500.0,2022-23,1629060.0,Rui Hachimura,Rui,1610612747.0,LAL,25.0,63.0,38.0,25.0,0.603,23.3,4.5,9.3,0.486,0.8,2.5,0.319,1.4,1.9,0.739,0.8,3.7,4.5,0.9,0.8,0.3,0.4,0.6,1.1,1.3,11.2,-0.4,19.3,2.0,0.0,18.9,189.0,95.0,268.0,117.0,203.0,132.0,140.0,184.0,265.0,246.0,346.0,187.0,188.0,318.0,211.0,120.0,138.0,361.0,285.0,415.0,173.0,99.0,411.0,239.0,150.0,290.0,212.0,155.0,39.0,204.0,2022-23,11.199999999999996,0.5524861878453038,3.294183530729437e-05,35.514018691588774
95,Paolo Banchero,PF,ORL,19,2022,2025,4,"$50,158,769 ","$12,539,692 ",Rookie,"$53,159,571.88 ",13289892.97,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T96,Kelly Olynyk,PF,MIA,25,2017,2020,4,"$50,000,000 ","$12,500,000 ",,"$62,158,302.73 ",15539575.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T96,LaMarcus Aldridge,PF,SAS,33,2019,2020,2,"$50,000,000 ","$25,000,000 ",Veteran Extension,"$59,581,540.87 ",29790770.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T96,Brandon Clarke,PF,MEM,26,2023,2026,4,"$50,000,000 ","$12,500,000 ",Rookie Extension,"$50,919,117.65 ",12729779.41,2022-23,1629634.0,Brandon Clarke,Brandon,1610612763.0,MEM,26.0,56.0,32.0,24.0,0.571,19.5,4.1,6.2,0.656,0.0,0.1,0.167,1.8,2.5,0.719,1.6,3.9,5.5,1.3,1.0,0.6,0.7,0.3,2.3,2.2,10.0,-0.3,21.4,6.0,0.0,19.4,253.0,178.0,285.0,149.0,259.0,149.0,247.0,21.0,485.0,498.0,469.0,139.0,128.0,350.0,77.0,107.0,86.0,285.0,236.0,240.0,83.0,256.0,108.0,123.0,177.0,272.0,180.0,92.0,39.0,196.0,2022-23,14.3,0.684931506849315,4.205966472270621e-05,42.75700934579439
T96,Antawn Jamison,PF,WAS,31,2008,2011,4,"$50,000,000 ","$12,500,000 ",Extension,"$70,761,727.82 ",17690431.95,2007-08,1712.0,Antawn Jamison,Antawn,1610612764.0,WAS,32.0,79.0,41.0,38.0,0.519,38.7,7.8,17.9,0.436,1.5,4.5,0.339,4.2,5.5,0.76,2.7,7.5,10.2,1.5,1.4,1.3,0.4,0.7,2.5,4.5,21.4,2.5,39.8,44.0,0.0,38.2,74.0,104.0,118.0,197.0,12.0,18.0,9.0,241.0,48.0,34.0,157.0,27.0,26.0,196.0,25.0,12.0,14.0,188.0,128.0,27.0,143.0,73.0,101.0,30.0,18.0,77.0,21.0,8.0,17.0,15.0,2007-08,21.999999999999993,0.5265748031496063,6.47071764964711e-05,60.74766355140186
T96,Kenneth Faried,PF,DEN,25,2015,2018,4,"$50,000,000 ","$12,500,000 ",Rookie Extension,"$64,282,700.42 ",16070675.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
